"Código","Nombre","Código de provincia","Nombre de provincia","Código de departamentos/comuna","Nombre de departamentos/comuna","Superficie en km2","Latitud del centroide","Longitud del centroide","Geometría en WKT"
"1","Agronomía","02","Ciudad Autónoma de Buenos Aires","02015","Comuna 15",2.1238826383683,-34.59295,-58.488667,"POLYGON((-58.475961 -34.591928,-58.477112 -34.595119,-58.478337 -34.598344,-58.478827 -34.599678,-58.482911 -34.597915,-58.483032 -34.597776,-58.483089 -34.597772,-58.488537 -34.597368,-58.490189 -34.597259,-58.494788 -34.596956,-58.497122 -34.596792,-58.497176 -34.596825,-58.499634 -34.595907,-58.502737 -34.594766,-58.502887 -34.594710,-58.503541 -34.594448,-58.503088 -34.594389,-58.503473 -34.593962,-58.502162 -34.593164,-58.494760 -34.588577,-58.488784 -34.584825,-58.488784 -34.584825,-58.488781 -34.584831,-58.487896 -34.585746,-58.486082 -34.587666,-58.484701 -34.589125,-58.483139 -34.589667,-58.481855 -34.590126,-58.481111 -34.590351,-58.480390 -34.590537,-58.476712 -34.591470,-58.476279 -34.591581,-58.475874 -34.591685,-58.475961 -34.591928))"
"2","Almagro","02","Ciudad Autónoma de Buenos Aires","02005","Comuna 5",4.047360713531,-34.609219,-58.421756,"POLYGON((-58.433339 -34.602672,-58.432245 -34.602123,-58.430307 -34.599902,-58.430283 -34.599882,-58.429428 -34.599110,-58.429165 -34.598952,-58.427861 -34.598358,-58.426803 -34.597947,-58.426576 -34.597908,-58.426445 -34.597903,-58.426313 -34.597878,-58.423755 -34.597823,-58.423367 -34.597749,-58.422930 -34.597708,-58.421780 -34.597727,-58.416008 -34.597850,-58.414625 -34.597896,-58.411913 -34.598004,-58.412135 -34.599299,-58.412593 -34.601626,-58.412986 -34.603218,-58.413417 -34.605099,-58.413953 -34.607359,-58.414100 -34.607899,-58.414681 -34.608195,-58.414478 -34.610732,-58.413337 -34.612817,-58.412905 -34.614095,-58.412750 -34.616640,-58.412662 -34.619377,-58.412568 -34.620622,-58.416485 -34.620954,-58.423903 -34.621499,-58.427802 -34.622054,-58.429255 -34.615099,-58.430039 -34.615433,-58.430069 -34.613980,-58.430327 -34.610913,-58.430454 -34.608839,-58.430496 -34.608715,-58.430666 -34.606011,-58.430670 -34.605938,-58.430781 -34.605809,-58.431529 -34.604946,-58.432233 -34.604056,-58.432335 -34.603929,-58.433339 -34.602672))"
"3","Balvanera","02","Ciudad Autónoma de Buenos Aires","02003","Comuna 3",4.3356472578968,-34.609082,-58.403085,"POLYGON((-58.392952 -34.599628,-58.392419 -34.603151,-58.392231 -34.605631,-58.391984 -34.609272,-58.391796 -34.612657,-58.391674 -34.615671,-58.391739 -34.618120,-58.397511 -34.618446,-58.397555 -34.618448,-58.400067 -34.618582,-58.403564 -34.618817,-58.407788 -34.619695,-58.410836 -34.620317,-58.412568 -34.620622,-58.412662 -34.619377,-58.412750 -34.616640,-58.412905 -34.614095,-58.413337 -34.612817,-58.414478 -34.610732,-58.414681 -34.608195,-58.414100 -34.607899,-58.413953 -34.607359,-58.413417 -34.605099,-58.412986 -34.603218,-58.412593 -34.601626,-58.412135 -34.599299,-58.411913 -34.598004,-58.410322 -34.598085,-58.406641 -34.598038,-58.404520 -34.598032,-58.403728 -34.598449,-58.402020 -34.599371,-58.401117 -34.599483,-58.398738 -34.599747,-58.392952 -34.599628))"
"4","Barracas","02","Ciudad Autónoma de Buenos Aires","02004","Comuna 4",7.8891434918812,-34.646269,-58.384247,"MULTIPOLYGON(((-58.396792 -34.659650,-58.396779 -34.659753,-58.396815 -34.659900,-58.396819 -34.659917,-58.396844 -34.659968,-58.396885 -34.660066,-58.396934 -34.660100,-58.397010 -34.660155,-58.397066 -34.660210,-58.397139 -34.660284,-58.397212 -34.660275,-58.397384 -34.660266,-58.397495 -34.660306,-58.397661 -34.660416,-58.397800 -34.660501,-58.397915 -34.660588,-58.398030 -34.660704,-58.398110 -34.660842,-58.398191 -34.660939,-58.398290 -34.661050,-58.398294 -34.661070,-58.398778 -34.660942,-58.398776 -34.660895,-58.398819 -34.660828,-58.398830 -34.660689,-58.398793 -34.660605,-58.398813 -34.660496,-58.398790 -34.660413,-58.398789 -34.660340,-58.398822 -34.660257,-58.398800 -34.660194,-58.398754 -34.660135,-58.398774 -34.660033,-58.398803 -34.659959,-58.398871 -34.659929,-58.398876 -34.659856,-58.398884 -34.659761,-58.398942 -34.659669,-58.398898 -34.659574,-58.398873 -34.659529,-58.398881 -34.659438,-58.398905 -34.659398,-58.398951 -34.659327,-58.398958 -34.659263,-58.398986 -34.659195,-58.399013 -34.659114,-58.398961 -34.659014,-58.398893 -34.658949,-58.398771 -34.658897,-58.398639 -34.658867,-58.398535 -34.658849,-58.398435 -34.658856,-58.398333 -34.658896,-58.398170 -34.658917,-58.398087 -34.658969,-58.398017 -34.658987,-58.397884 -34.659020,-58.397814 -34.659077,-58.397724 -34.659108,-58.397638 -34.659151,-58.397513 -34.659207,-58.397389 -34.659276,-58.397263 -34.659394,-58.397176 -34.659409,-58.397084 -34.659461,-58.397007 -34.659490,-58.396991 -34.659496,-58.396945 -34.659572,-58.396862 -34.659605,-58.396794 -34.659635,-58.396792 -34.659650)),((-58.395955 -34.661773,-58.395979 -34.661774,-58.395984 -34.661771,-58.396186 -34.661755,-58.396361 -34.661805,-58.396531 -34.661785,-58.396760 -34.661827,-58.397040 -34.661827,-58.397265 -34.661802,-58.397355 -34.661791,-58.397514 -34.661733,-58.397709 -34.661654,-58.397744 -34.661505,-58.397812 -34.661250,-58.397791 -34.661198,-58.397732 -34.661053,-58.397520 -34.660950,-58.396746 -34.660654,-58.396287 -34.660456,-58.395956 -34.660194,-58.395768 -34.659845,-58.395711 -34.659637,-58.395828 -34.659529,-58.395929 -34.659397,-58.395932 -34.659393,-58.396061 -34.659183,-58.396069 -34.659177,-58.396350 -34.658948,-58.396426 -34.658827,-58.396421 -34.658696,-58.396561 -34.658845,-58.396735 -34.658796,-58.396917 -34.658765,-58.397115 -34.658698,-58.397203 -34.658548,-58.397472 -34.658548,-58.397646 -34.658457,-58.397777 -34.658389,-58.397995 -34.658348,-58.398142 -34.658231,-58.398376 -34.658269,-58.398572 -34.658191,-58.398776 -34.658161,-58.399026 -34.658324,-58.399189 -34.658444,-58.399388 -34.658576,-58.399554 -34.658753,-58.399651 -34.658964,-58.399663 -34.659177,-58.399620 -34.659322,-58.399592 -34.659497,-58.399486 -34.659731,-58.399438 -34.659910,-58.399362 -34.660047,-58.399247 -34.660292,-58.399248 -34.660432,-58.399213 -34.660634,-58.399310 -34.660804,-58.399380 -34.660847,-58.399390 -34.660854,-58.399409 -34.660859,-58.399466 -34.660881,-58.399608 -34.660925,-58.399729 -34.660948,-58.399891 -34.660926,-58.399971 -34.660926,-58.400012 -34.660870,-58.400133 -34.660814,-58.400298 -34.660800,-58.400475 -34.660719,-58.400480 -34.660502,-58.400592 -34.660480,-58.400679 -34.660396,-58.400733 -34.660325,-58.400774 -34.660269,-58.400816 -34.660161,-58.400894 -34.660128,-58.401195 -34.659516,-58.401270 -34.659435,-58.402081 -34.657501,-58.402792 -34.655827,-58.403290 -34.654355,-58.403457 -34.653796,-58.403973 -34.652080,-58.404017 -34.651954,-58.404054 -34.651850,-58.404482 -34.650780,-58.404561 -34.650650,-58.404957 -34.649968,-58.405084 -34.649735,-58.404667 -34.649384,-58.404564 -34.649292,-58.404523 -34.649256,-58.404462 -34.649201,-58.403520 -34.647959,-58.403232 -34.647583,-58.402792 -34.647010,-58.401568 -34.646807,-58.401591 -34.646733,-58.401134 -34.646681,-58.400737 -34.646524,-58.400694 -34.646499,-58.400578 -34.646431,-58.400487 -34.646376,-58.400496 -34.646357,-58.400383 -34.646309,-58.400396 -34.646264,-58.400542 -34.645863,-58.400432 -34.645854,-58.391458 -34.642038,-58.391540 -34.640771,-58.389933 -34.640160,-58.390279 -34.635591,-58.390410 -34.634089,-58.388161 -34.633558,-58.383984 -34.632341,-58.383457 -34.632171,-58.382688 -34.631725,-58.381387 -34.630861,-58.381315 -34.633027,-58.380208 -34.632989,-58.380163 -34.632588,-58.379700 -34.632315,-58.379577 -34.632179,-58.379587 -34.632119,-58.378680 -34.630454,-58.379140 -34.629275,-58.377933 -34.628556,-58.375636 -34.627270,-58.374628 -34.626766,-58.372619 -34.626711,-58.371374 -34.626627,-58.371031 -34.626615,-58.370729 -34.629460,-58.370345 -34.633580,-58.369857 -34.636389,-58.369299 -34.640076,-58.368148 -34.647852,-58.367745 -34.650068,-58.368732 -34.650601,-58.369751 -34.651265,-58.369954 -34.651702,-58.370106 -34.652032,-58.369767 -34.653160,-58.369883 -34.653506,-58.370398 -34.653916,-58.372629 -34.654918,-58.373631 -34.656209,-58.374014 -34.656694,-58.374151 -34.656811,-58.375312 -34.657026,-58.376119 -34.656846,-58.376148 -34.656856,-58.376166 -34.656861,-58.376179 -34.656868,-58.376188 -34.656873,-58.376197 -34.656875,-58.376205 -34.656875,-58.376213 -34.656872,-58.376222 -34.656871,-58.376229 -34.656871,-58.376235 -34.656873,-58.376239 -34.656876,-58.376241 -34.656880,-58.376235 -34.656885,-58.376229 -34.656888,-58.376225 -34.656892,-58.376228 -34.656898,-58.376237 -34.656903,-58.376248 -34.656904,-58.376260 -34.656905,-58.376281 -34.656909,-58.376297 -34.656914,-58.376310 -34.656918,-58.376321 -34.656920,-58.376335 -34.656923,-58.376350 -34.656929,-58.376361 -34.656936,-58.376371 -34.656944,-58.376378 -34.656953,-58.376384 -34.656958,-58.376392 -34.656963,-58.376402 -34.656969,-58.376409 -34.656972,-58.376416 -34.656973,-58.376422 -34.656974,-58.376427 -34.656976,-58.376315 -34.656988,-58.376319 -34.657027,-58.376582 -34.657009,-58.376606 -34.657001,-58.376639 -34.656989,-58.376655 -34.656984,-58.376670 -34.656982,-58.376681 -34.656979,-58.376701 -34.656969,-58.376708 -34.656967,-58.376715 -34.656970,-58.376724 -34.656973,-58.376731 -34.656974,-58.376769 -34.656975,-58.376791 -34.656976,-58.376806 -34.656973,-58.376819 -34.656967,-58.376826 -34.656962,-58.376831 -34.656957,-58.376838 -34.656957,-58.376844 -34.656963,-58.376846 -34.656970,-58.376854 -34.656973,-58.376862 -34.656974,-58.376872 -34.656974,-58.376897 -34.656974,-58.376912 -34.656972,-58.376920 -34.656970,-58.376929 -34.656970,-58.376937 -34.656970,-58.376950 -34.656962,-58.376962 -34.656951,-58.376972 -34.656948,-58.376982 -34.656945,-58.376997 -34.656941,-58.377011 -34.656942,-58.377020 -34.656947,-58.377030 -34.656955,-58.377035 -34.656963,-58.377039 -34.656970,-58.377042 -34.656974,-58.377050 -34.656977,-58.377060 -34.656979,-58.377069 -34.656983,-58.377077 -34.656986,-58.377092 -34.656990,-58.377116 -34.656992,-58.377128 -34.656994,-58.377141 -34.656997,-58.377151 -34.657002,-58.377156 -34.657004,-58.377174 -34.657005,-58.377193 -34.657003,-58.377207 -34.657003,-58.377218 -34.657001,-58.377227 -34.657000,-58.377231 -34.656993,-58.377232 -34.656982,-58.377235 -34.656973,-58.377248 -34.656959,-58.377254 -34.656949,-58.377259 -34.656943,-58.377262 -34.656935,-58.377263 -34.656931,-58.377302 -34.656925,-58.377321 -34.656919,-58.377339 -34.656915,-58.377362 -34.656910,-58.377378 -34.656911,-58.377387 -34.656914,-58.377395 -34.656920,-58.377403 -34.656926,-58.377411 -34.656930,-58.377420 -34.656934,-58.377429 -34.656935,-58.377442 -34.656935,-58.377461 -34.656932,-58.377474 -34.656927,-58.377488 -34.656925,-58.377497 -34.656924,-58.377520 -34.656932,-58.377540 -34.656935,-58.377560 -34.656936,-58.377572 -34.656941,-58.377584 -34.656949,-58.377591 -34.656955,-58.377596 -34.656956,-58.377601 -34.656960,-58.377603 -34.656965,-58.377606 -34.656973,-58.377607 -34.656978,-58.377607 -34.656983,-58.377609 -34.656987,-58.377613 -34.656990,-58.377618 -34.656993,-58.377624 -34.657000,-58.377626 -34.657006,-58.377629 -34.657010,-58.377639 -34.657013,-58.377647 -34.657014,-58.377651 -34.657018,-58.377655 -34.657023,-58.377660 -34.657027,-58.377660 -34.657032,-58.377657 -34.657043,-58.377655 -34.657048,-58.377657 -34.657055,-58.377657 -34.657061,-58.377658 -34.657065,-58.377658 -34.657070,-58.377650 -34.657083,-58.377646 -34.657088,-58.377640 -34.657094,-58.377634 -34.657099,-58.377621 -34.657105,-58.377620 -34.657110,-58.377621 -34.657117,-58.378168 -34.657223,-58.378194 -34.657226,-58.378220 -34.657229,-58.378231 -34.657229,-58.378242 -34.657226,-58.378242 -34.657221,-58.378237 -34.657208,-58.378234 -34.657200,-58.378235 -34.657194,-58.378239 -34.657190,-58.378247 -34.657188,-58.378255 -34.657189,-58.378262 -34.657194,-58.378271 -34.657200,-58.378275 -34.657204,-58.378286 -34.657205,-58.378294 -34.657203,-58.378415 -34.657221,-58.378423 -34.657218,-58.378456 -34.657221,-58.378491 -34.657220,-58.378502 -34.657226,-58.378512 -34.657222,-58.378530 -34.657222,-58.378547 -34.657224,-58.378565 -34.657234,-58.378579 -34.657245,-58.378590 -34.657249,-58.378604 -34.657251,-58.378615 -34.657255,-58.378623 -34.657259,-58.378630 -34.657261,-58.378645 -34.657258,-58.378666 -34.657254,-58.378683 -34.657252,-58.378694 -34.657251,-58.378706 -34.657256,-58.378715 -34.657258,-58.378728 -34.657261,-58.378738 -34.657259,-58.378750 -34.657258,-58.378761 -34.657257,-58.378770 -34.657255,-58.378780 -34.657255,-58.378793 -34.657259,-58.378812 -34.657264,-58.378825 -34.657265,-58.378838 -34.657264,-58.378854 -34.657265,-58.378876 -34.657272,-58.378893 -34.657279,-58.378904 -34.657284,-58.378914 -34.657282,-58.378926 -34.657283,-58.378941 -34.657284,-58.378955 -34.657290,-58.378964 -34.657295,-58.378983 -34.657299,-58.379004 -34.657303,-58.379140 -34.657313,-58.379156 -34.657309,-58.379177 -34.657304,-58.379195 -34.657304,-58.379204 -34.657304,-58.379214 -34.657304,-58.379226 -34.657312,-58.379234 -34.657319,-58.379241 -34.657327,-58.379250 -34.657335,-58.379264 -34.657344,-58.379272 -34.657348,-58.379282 -34.657352,-58.379285 -34.657356,-58.379292 -34.657362,-58.379298 -34.657367,-58.379307 -34.657372,-58.379316 -34.657376,-58.379326 -34.657378,-58.379334 -34.657372,-58.379336 -34.657367,-58.379335 -34.657361,-58.379330 -34.657357,-58.379325 -34.657354,-58.379318 -34.657353,-58.379310 -34.657346,-58.379308 -34.657339,-58.379308 -34.657333,-58.379311 -34.657329,-58.379317 -34.657328,-58.379324 -34.657329,-58.379338 -34.657332,-58.379355 -34.657335,-58.379365 -34.657334,-58.379380 -34.657333,-58.379399 -34.657330,-58.379421 -34.657326,-58.379441 -34.657329,-58.379460 -34.657332,-58.379474 -34.657335,-58.379492 -34.657340,-58.379518 -34.657350,-58.379539 -34.657356,-58.379559 -34.657361,-58.379584 -34.657360,-58.379606 -34.657358,-58.379632 -34.657354,-58.379658 -34.657353,-58.379671 -34.657356,-58.379679 -34.657357,-58.379696 -34.657360,-58.379711 -34.657367,-58.379733 -34.657369,-58.379750 -34.657364,-58.379764 -34.657364,-58.379777 -34.657371,-58.379790 -34.657375,-58.379800 -34.657377,-58.379813 -34.657374,-58.379838 -34.657377,-58.379858 -34.657384,-58.379899 -34.657381,-58.379917 -34.657378,-58.379935 -34.657377,-58.379948 -34.657378,-58.379958 -34.657376,-58.379969 -34.657379,-58.379976 -34.657380,-58.379986 -34.657380,-58.379993 -34.657378,-58.380003 -34.657376,-58.380009 -34.657373,-58.380018 -34.657372,-58.380026 -34.657372,-58.380045 -34.657375,-58.380059 -34.657380,-58.380072 -34.657381,-58.380082 -34.657386,-58.380095 -34.657390,-58.380109 -34.657394,-58.380122 -34.657399,-58.380134 -34.657394,-58.380142 -34.657388,-58.380151 -34.657384,-58.380159 -34.657384,-58.380170 -34.657389,-58.380191 -34.657389,-58.380209 -34.657387,-58.380222 -34.657385,-58.380238 -34.657379,-58.380250 -34.657375,-58.380260 -34.657371,-58.380276 -34.657366,-58.380288 -34.657361,-58.380305 -34.657356,-58.380318 -34.657354,-58.380331 -34.657352,-58.380352 -34.657351,-58.380375 -34.657353,-58.380390 -34.657355,-58.380409 -34.657356,-58.380428 -34.657355,-58.380439 -34.657353,-58.380450 -34.657352,-58.380460 -34.657353,-58.380484 -34.657354,-58.380498 -34.657357,-58.380524 -34.657360,-58.380558 -34.657354,-58.380593 -34.657350,-58.380625 -34.657349,-58.380655 -34.657343,-58.380683 -34.657331,-58.380700 -34.657323,-58.380716 -34.657318,-58.380728 -34.657316,-58.380743 -34.657317,-58.380759 -34.657319,-58.380772 -34.657319,-58.380792 -34.657325,-58.380812 -34.657331,-58.380825 -34.657328,-58.380851 -34.657324,-58.380872 -34.657324,-58.380887 -34.657324,-58.380903 -34.657328,-58.380921 -34.657331,-58.380937 -34.657332,-58.380954 -34.657333,-58.380963 -34.657333,-58.380973 -34.657334,-58.380997 -34.657340,-58.381013 -34.657347,-58.381025 -34.657354,-58.381038 -34.657357,-58.381055 -34.657358,-58.381072 -34.657353,-58.381091 -34.657348,-58.381117 -34.657338,-58.381131 -34.657333,-58.381148 -34.657330,-58.381162 -34.657328,-58.381176 -34.657323,-58.381182 -34.657317,-58.381192 -34.657307,-58.381205 -34.657296,-58.381215 -34.657289,-58.381228 -34.657278,-58.381243 -34.657272,-58.381255 -34.657271,-58.381265 -34.657275,-58.381275 -34.657279,-58.381284 -34.657286,-58.381292 -34.657296,-58.381301 -34.657306,-58.381310 -34.657315,-58.381320 -34.657319,-58.381312 -34.657334,-58.381287 -34.657388,-58.381476 -34.657395,-58.381524 -34.657397,-58.381573 -34.657399,-58.381598 -34.657400,-58.381650 -34.657402,-58.381699 -34.657402,-58.381775 -34.657405,-58.381819 -34.657407,-58.381852 -34.657408,-58.381908 -34.657410,-58.381958 -34.657411,-58.381995 -34.657412,-58.382030 -34.657414,-58.382080 -34.657415,-58.382107 -34.657416,-58.382210 -34.657419,-58.382249 -34.657421,-58.382289 -34.657422,-58.382330 -34.657424,-58.382369 -34.657425,-58.382720 -34.657436,-58.383127 -34.657447,-58.383423 -34.657446,-58.383618 -34.657424,-58.383673 -34.657417,-58.383738 -34.657408,-58.383808 -34.657402,-58.383892 -34.657391,-58.383951 -34.657386,-58.384045 -34.657395,-58.384105 -34.657403,-58.384162 -34.657407,-58.384218 -34.657413,-58.384317 -34.657425,-58.384757 -34.657513,-58.384774 -34.657425,-58.384784 -34.657429,-58.384797 -34.657431,-58.384803 -34.657433,-58.384812 -34.657441,-58.384826 -34.657448,-58.384844 -34.657454,-58.384858 -34.657459,-58.384871 -34.657463,-58.384884 -34.657466,-58.384900 -34.657466,-58.384905 -34.657467,-58.384914 -34.657474,-58.384920 -34.657479,-58.384928 -34.657482,-58.384938 -34.657485,-58.384950 -34.657485,-58.384961 -34.657483,-58.384971 -34.657482,-58.384979 -34.657480,-58.384997 -34.657479,-58.385011 -34.657483,-58.385022 -34.657486,-58.385034 -34.657490,-58.385050 -34.657492,-58.385061 -34.657495,-58.385075 -34.657502,-58.385091 -34.657506,-58.385101 -34.657511,-58.385112 -34.657513,-58.385124 -34.657516,-58.385133 -34.657518,-58.385144 -34.657523,-58.385160 -34.657539,-58.385170 -34.657547,-58.385180 -34.657555,-58.385193 -34.657561,-58.385206 -34.657564,-58.385216 -34.657567,-58.385227 -34.657571,-58.385234 -34.657577,-58.385240 -34.657581,-58.385246 -34.657585,-58.385261 -34.657588,-58.385274 -34.657593,-58.385281 -34.657594,-58.385289 -34.657601,-58.385297 -34.657609,-58.385308 -34.657616,-58.385318 -34.657621,-58.385326 -34.657625,-58.385336 -34.657626,-58.385340 -34.657630,-58.385348 -34.657635,-58.385358 -34.657638,-58.385367 -34.657644,-58.385370 -34.657651,-58.385375 -34.657660,-58.385380 -34.657667,-58.385379 -34.657688,-58.385635 -34.657837,-58.385660 -34.657830,-58.385669 -34.657831,-58.385679 -34.657833,-58.385688 -34.657835,-58.385745 -34.657871,-58.385748 -34.657886,-58.385755 -34.657905,-58.385762 -34.657917,-58.385768 -34.657924,-58.385777 -34.657931,-58.385785 -34.657932,-58.385796 -34.657931,-58.385809 -34.657933,-58.385817 -34.657936,-58.385827 -34.657939,-58.385838 -34.657945,-58.385849 -34.657950,-58.385860 -34.657954,-58.385869 -34.657956,-58.386440 -34.658344,-58.386451 -34.658356,-58.386454 -34.658365,-58.386457 -34.658374,-58.386458 -34.658381,-58.386460 -34.658386,-58.386464 -34.658389,-58.386471 -34.658390,-58.386476 -34.658394,-58.386483 -34.658400,-58.386488 -34.658407,-58.386494 -34.658414,-58.386497 -34.658421,-58.386496 -34.658427,-58.386497 -34.658434,-58.386501 -34.658445,-58.386508 -34.658452,-58.386515 -34.658460,-58.386525 -34.658468,-58.386528 -34.658479,-58.386531 -34.658489,-58.386530 -34.658493,-58.386529 -34.658500,-58.386529 -34.658504,-58.386533 -34.658511,-58.386538 -34.658518,-58.386542 -34.658526,-58.386543 -34.658532,-58.386543 -34.658540,-58.386544 -34.658546,-58.386550 -34.658554,-58.386554 -34.658558,-58.386558 -34.658568,-58.386564 -34.658577,-58.386569 -34.658584,-58.386573 -34.658589,-58.386580 -34.658597,-58.386585 -34.658607,-58.386592 -34.658616,-58.386599 -34.658635,-58.386603 -34.658645,-58.386603 -34.658661,-58.386608 -34.658674,-58.386614 -34.658686,-58.386617 -34.658690,-58.386624 -34.658697,-58.386629 -34.658703,-58.386635 -34.658709,-58.386623 -34.658766,-58.386601 -34.658780,-58.386760 -34.658945,-58.386779 -34.658934,-58.386793 -34.658938,-58.386803 -34.658944,-58.386811 -34.658947,-58.386820 -34.658956,-58.386829 -34.658964,-58.386837 -34.658971,-58.386844 -34.658979,-58.386863 -34.658999,-58.386873 -34.659002,-58.386881 -34.659010,-58.386886 -34.659017,-58.386900 -34.659031,-58.386907 -34.659036,-58.386919 -34.659058,-58.386924 -34.659070,-58.386938 -34.659085,-58.386947 -34.659085,-58.386952 -34.659088,-58.386957 -34.659091,-58.386961 -34.659095,-58.386971 -34.659098,-58.386977 -34.659100,-58.386985 -34.659103,-58.386992 -34.659107,-58.386995 -34.659114,-58.386999 -34.659119,-58.387008 -34.659124,-58.387012 -34.659125,-58.387031 -34.659127,-58.387040 -34.659130,-58.387045 -34.659133,-58.387051 -34.659135,-58.387062 -34.659135,-58.387084 -34.659136,-58.387099 -34.659135,-58.387114 -34.659135,-58.387129 -34.659140,-58.387141 -34.659147,-58.387149 -34.659159,-58.387151 -34.659169,-58.387153 -34.659182,-58.387156 -34.659191,-58.387159 -34.659196,-58.387160 -34.659205,-58.387164 -34.659213,-58.387170 -34.659219,-58.387177 -34.659226,-58.387186 -34.659232,-58.387194 -34.659243,-58.387203 -34.659252,-58.387213 -34.659262,-58.387219 -34.659273,-58.387222 -34.659282,-58.387225 -34.659293,-58.387226 -34.659301,-58.387232 -34.659307,-58.387237 -34.659315,-58.387244 -34.659323,-58.387249 -34.659329,-58.387251 -34.659335,-58.387253 -34.659344,-58.387256 -34.659353,-58.387259 -34.659364,-58.387261 -34.659373,-58.387236 -34.659390,-58.387489 -34.659676,-58.387509 -34.659666,-58.387521 -34.659681,-58.387530 -34.659692,-58.387538 -34.659695,-58.387546 -34.659698,-58.387555 -34.659699,-58.387565 -34.659698,-58.387575 -34.659697,-58.387582 -34.659699,-58.387589 -34.659704,-58.387598 -34.659710,-58.387605 -34.659717,-58.387616 -34.659724,-58.387626 -34.659730,-58.387639 -34.659737,-58.387648 -34.659747,-58.387663 -34.659760,-58.387673 -34.659772,-58.387679 -34.659784,-58.387683 -34.659793,-58.387688 -34.659799,-58.387695 -34.659802,-58.387703 -34.659801,-58.387710 -34.659799,-58.387720 -34.659800,-58.387726 -34.659805,-58.387728 -34.659811,-58.387727 -34.659818,-58.387727 -34.659824,-58.387728 -34.659829,-58.387736 -34.659842,-58.387745 -34.659846,-58.387754 -34.659846,-58.387762 -34.659849,-58.387764 -34.659852,-58.387765 -34.659859,-58.387763 -34.659865,-58.387751 -34.659870,-58.387741 -34.659874,-58.387737 -34.659881,-58.387738 -34.659892,-58.387741 -34.659901,-58.387742 -34.659907,-58.387750 -34.659911,-58.387757 -34.659915,-58.387764 -34.659919,-58.387769 -34.659926,-58.387776 -34.659933,-58.387784 -34.659936,-58.387794 -34.659936,-58.387805 -34.659935,-58.387817 -34.659935,-58.387823 -34.659937,-58.387827 -34.659943,-58.387828 -34.659951,-58.387828 -34.659956,-58.387828 -34.659963,-58.387833 -34.659973,-58.387836 -34.659978,-58.387842 -34.659983,-58.387848 -34.659989,-58.387851 -34.659995,-58.387856 -34.660009,-58.387857 -34.660022,-58.387862 -34.660036,-58.387868 -34.660051,-58.387874 -34.660058,-58.387879 -34.660062,-58.387889 -34.660063,-58.387895 -34.660065,-58.387899 -34.660070,-58.387903 -34.660076,-58.387906 -34.660080,-58.387911 -34.660082,-58.387919 -34.660084,-58.387924 -34.660086,-58.387925 -34.660095,-58.387924 -34.660106,-58.387925 -34.660112,-58.387929 -34.660117,-58.387937 -34.660122,-58.387949 -34.660124,-58.387961 -34.660129,-58.387967 -34.660132,-58.387968 -34.660137,-58.387976 -34.660142,-58.387986 -34.660147,-58.387998 -34.660157,-58.388006 -34.660162,-58.388008 -34.660173,-58.388013 -34.660181,-58.388021 -34.660184,-58.388032 -34.660190,-58.388035 -34.660195,-58.388038 -34.660202,-58.388050 -34.660206,-58.388064 -34.660204,-58.388075 -34.660204,-58.388091 -34.660207,-58.388101 -34.660213,-58.388109 -34.660221,-58.388115 -34.660231,-58.388122 -34.660236,-58.388128 -34.660244,-58.388136 -34.660254,-58.388143 -34.660261,-58.388150 -34.660265,-58.388157 -34.660267,-58.388162 -34.660267,-58.388176 -34.660276,-58.388190 -34.660284,-58.388201 -34.660290,-58.388213 -34.660293,-58.388223 -34.660299,-58.388232 -34.660303,-58.388416 -34.660323,-58.388642 -34.660521,-58.388820 -34.660579,-58.389009 -34.660615,-58.389155 -34.660705,-58.389347 -34.660631,-58.389556 -34.660672,-58.389652 -34.660796,-58.389893 -34.660873,-58.390140 -34.660931,-58.390399 -34.660963,-58.390586 -34.661046,-58.390712 -34.661130,-58.391244 -34.661399,-58.391389 -34.661471,-58.391424 -34.661503,-58.391490 -34.661564,-58.391643 -34.661708,-58.391789 -34.661860,-58.391895 -34.661960,-58.392030 -34.662026,-58.392194 -34.662089,-58.392348 -34.662212,-58.392611 -34.662340,-58.392804 -34.662360,-58.393082 -34.662353,-58.393398 -34.662427,-58.393578 -34.662422,-58.393775 -34.662424,-58.393912 -34.662351,-58.394146 -34.662319,-58.394375 -34.662242,-58.394626 -34.662221,-58.394832 -34.662202,-58.395085 -34.662142,-58.395240 -34.662092,-58.395350 -34.662000,-58.395498 -34.661868,-58.395734 -34.661798,-58.395909 -34.661778,-58.395955 -34.661773)))"
